File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2011.txt,"Though it is immersed in the theological ideas of the Middle Ages , the cosmology of Dante 's Divine Comedy is sophisticated , sceptical and tolerant , argues James Burge Dante Alighieri ( 1265-1321 ) , the Florentine author of the medieval masterpiece of fantasy-fiction known as the Divine Comedy ( la Divina Commedia ) , provides the modern observer with a unique insight into the worldview of a thinking man at the height of the Age of Faith .","Though it is immersed in the theological ideas of the Middle Ages , the cosmology of Dante 's Divine Comedy is sophisticated , sceptical and tolerant",AdjP,Locative,argues,"James Burge Dante Alighieri ( 1265 - 1321 ) , the Florentine author of the medieval masterpiece of fantasy - fiction known as the Divine Comedy ( la Divina Commedia )",No,Scene-setting,Other
text_acad_2011.txt,"Since that time , goes the humanist view of history , humankind has slowly dragged itself into the light of reason .",Since that time,PP,Non-locative,goes,the humanist view of history,No,Discourse structuring,Other
text_acad_2011.txt,At its centre are the sinners who have betrayed their close comrades and friends .,At its centre,PP,Locative,are,the sinners who have betrayed their close comrades and friends,No,Scene-setting,Other
text_acad_2011.txt,"Then , in a crucial breakthrough , both Picquart ( who was sworn to silence under his military code ) and an acquaintance of Count Ferdinand Walsin Esterhazy ( 1847-1923 ) , a dissolute French officer of Hungarian descent , recognised the handwriting on a reproduction of the bordereau as Esterhazy 's and told the Dreyfus family supporters were called , now had their real traitor ; or did they ?","Then , in a crucial breakthrough , both Picquart ( who was sworn to silence under his military code ) and an acquaintance of Count Ferdinand Walsin Esterhazy ( 1847 - 1923 ) , a dissolute French officer of Hungarian descent , recognised the handwriting on a reproduction of the bordereau as Esterhazy 's and told the Dreyfus family supporters were called , now had their real traitor ; or",PP,Non-locative,did,they,No,Evaluative,Other
text_acad_2011.txt,"Yet he was held in high regard by the Tudors , says Michael Hicks , despite losing the Wars of the Roses ; a conflict whose troublesome legacy presented Henry VIII with his own difficulties , as Desmond Seward reveals on page 35 It is hard to imagine reigns more catastrophic than those of Henry VI ( r. 1422-61 and 1470-71 ) .",Yet he was held in high regard by the Tudors,VP,Non-locative,says,Michael Hicks,Yes,Quotative,Other
text_acad_2011.txt,"Yet he was held in high regard by the Tudors , says Michael Hicks , despite losing the Wars of the Roses ; a conflict whose troublesome legacy presented Henry VIII with his own difficulties , as Desmond Seward reveals on page 35 It is hard to imagine reigns more catastrophic than those of Henry VI ( r. 1422-61 and 1470-71 ) .",Yet he was held in high regard by the Tudors,VP,Non-locative,says,"a conflict whose troublesome legacy presented Henry VIII with his own difficulties , as Desmond Seward reveals on page 35 It is hard to imagine reigns more catastrophic than those of Henry VI ( r. 1422 - 61 and 1470 - 71 )",Yes,Quotative,Other
text_acad_2011.txt,In 2001 came Simon Schama 's brilliantly exciting series A History of Britain .,In 2001,PP,Locative,came,Simon Schama 's brilliantly exciting series A History of Britain,No,Scene-setting,Other
text_acad_2011.txt,Just how big is a nanometer ?,Just how big,AdjP,Non-locative,is,a nanometer,No,Discourse structuring,Other
text_acad_2011.txt,"From that educational reasoning came the political positioning that has been used by educators more recently to position the field within such areas as the science , technology , engineering , and mathematics ( STEM ) community and to further align our field more closely with the core subjects .",From that educational reasoning,PP,Non-locative,came,"the political positioning that has been used by educators more recently to position the field within such areas as the science , technology , engineering , and mathematics ( STEM ) community and to further align our field more closely with the core subjects",No,Discourse structuring,Other
text_acad_2011.txt,"From this political reasoning came the educational position that has become the "" life 's work "" of our educators and the association 's work toward having content and instruction that includes the engineering community .",From this political reasoning,PP,Non-locative,came,"the educational position that has become the "" life 's work "" of our educators and the association 's work toward having content and instruction that includes the engineering community",No,Discourse structuring,Other
text_acad_2011.txt,"The role of perceived social support varies across cultural groups , as does the impact of generation of college student and SES .","The role of perceived social support varies across cultural groups , as",PP,Non-locative,does,the impact of generation of college student and SES,No,Discourse structuring,Other
text_acad_2011.txt,Around two-thirds of the subjects ( 63% ) are male students in both tests ( see Table 1 ) .,two - thirds of the subjects ( 63 % ),PP,Non-locative,are,male students in both tests,No,Discourse structuring,Other
text_acad_2011.txt,How old are you ?,How old,AdjP,Non-locative,are,you,No,Discourse structuring,Other
text_acad_2011.txt,When you feel more confident after a few months as a non-smoker then you can look to changing your diet and improve your physical health </p> ' Are NRT products as dangerous as smoking cigarettes ? ',When you feel more confident after a few months as a non - smoker then you can look to changing your diet and improve your physical health < /p >,VP,Non-locative,Are,NRT products as dangerous as smoking cigarettes,No,Comparative,Other
text_acad_2011.txt,How severe is it ?,How severe,AdjP,Non-locative,is,it,No,Discourse structuring,Other
text_acad_2011.txt,* How active are you ?,How active,AdjP,Non-locative,are,you,No,Discourse structuring,Other
text_acad_2011.txt,"When a patient has annual chest infections , are you suspicious that you might be missing something ?",When a patient has annual chest infections,VP,Non-locative,are,you,No,Discourse structuring,Other
text_acad_2011.txt,"The important questions are as follows : "" What are the responsibilities of health care workers to their patients ? ""","The important questions are as follows : "" What",Other,Non-locative,are,the responsibilities of health care workers to their patients,No,Evaluative,Other
text_acad_2011.txt,"If the municipal hospitals affiliated , so went the thinking , more and better staff might be attracted to them.",If the municipal hospitals affiliated,Quotative,Non-locative,went,"the thinking ,",No,Discourse structuring,Other
text_acad_2011.txt,"In the larger political picture , how much did local nodes of political power really matter when stacked against these macrostructural changes and had always lurked quietly in Health/PAC 's thinking .",In the larger political picture,PP,Locative,did,local nodes of political power,No,Scene-setting,Other
text_acad_2011.txt,"In the larger political picture , how much did local nodes of political power really matter when stacked against these macrostructural changes and had always lurked quietly in Health/PAC 's thinking .",how much,AdjP,Non-locative,did,local nodes of political power,No,Scene-setting,Other
text_acad_2011.txt,"For earlier meditations on such rhetoric within the medical care context , see the important essays in John C. Norman , ed. , Medicine in the Ghetto ( New York : Appleton-Century-Crofts , 1969 ) .",For earlier meditations on such rhetoric within the medical care context,PP,Non-locative,see,"Appleton - Century - Crofts , 1969",No,Discourse structuring,Other
text_acad_2011.txt,"* On the Office of Economic Opportunity and the Community Action Program , see Alice O'Connor , Poverty Knowledge : Social Science , Social Policy , and the Poor in Twentieth-Century U.S. History ( Princeton , NJ :",On the Office of Economic Opportunity and the Community Action Program,PP,Locative,see,"Alice O'Connor , Poverty Knowledge : Social Science , Social Policy , and the Poor in Twentieth - Century U.S. History ( Princeton , NJ",No,Scene-setting,Other
text_acad_2011.txt,"Also important is the term "" corporate liberalism , "" used most notably by James Weinstein , The Corporate Ideal in the Liberal State , 1900-1918 ( Boston : Beacon Press , 1968 ) , and , in his famous speech "" Liberalism and the Corporate State , "" reprinted in The New Radicals : A Report with Documents , ed .",Also important,AdjP,Non-locative,is,"the term "" corporate liberalism",No,Evaluative,Other
text_acad_2011.txt,"On Callan , see also Hoffman , The Politics of Knowledge , 94 ; on Fein 's organizing background in Students for a Democratic Society , see James Miller , Democracy Is in the Streets : From Port Huron to the Siege of Chicago ( Cambridge , MA : Harvard University Press , 1994 ) , 191-208 The Vietnam War on Trial : The Court Martial of Dr. Howard B. Levy , "" Wisconsin Law Review 4 ( 1994 ) : 839-963.","On Callan , see also Hoffman , The Politics of Knowledge , 94",VP,Locative,see,"James Miller ,",No,Scene-setting,Other
text_acad_2011.txt,"On Callan , see also Hoffman , The Politics of Knowledge , 94 ; on Fein 's organizing background in Students for a Democratic Society , see James Miller , Democracy Is in the Streets : From Port Huron to the Siege of Chicago ( Cambridge , MA : Harvard University Press , 1994 ) , 191-208 The Vietnam War on Trial : The Court Martial of Dr. Howard B. Levy , "" Wisconsin Law Review 4 ( 1994 ) : 839-963.",on Fein 's organizing background in Students for a Democratic Society,PP,Locative,see,"James Miller ,",No,Scene-setting,Other
text_acad_2011.txt,"On the history of the community health center program , see Bonnie Lefkowitz , Community Health Centers : A Movement and the People Who Made It Happen ( New Brunswick , NJ : Rutgers University Press , 2007 ) ; Alice Sardell , The U.S. Experiment in Social Medicine : The Community Health Center Program , 1965-1986 ( Pittsburgh : University of Pittsburgh Press , 1988 ) ; and Jonathan Engel , Poor People 's Medicine : Medicaid and American Charity Care since 1965 ( Durham , NC :",On the history of the community health center program,PP,Locative,see,"Rutgers University Press , 2007 )",No,Scene-setting,Other
text_acad_2011.txt,"For a liberal defense of community control of the time that simultaneously underscores the idea 's limits , see Alan Altshuler , Community Control : The Black Demand for Participation in Large American Cities ( Indianapolis : Pegasus , 1970 ) .",For a liberal defense of community control of the time that simultaneously underscores the idea 's limits,PP,Non-locative,see,"Alan Altshuler , Community Control : The Black Demand for Participation in Large American Cities ( Indianapolis : Pegasus , 1970 )",No,Discourse structuring,Other
text_acad_2011.txt,"See , for example , Mervyn Susser and Ezra Susser , "" Choosing a Future for Epidemiology : , "" Am J Public Health 86 ( 1996 ) : 674-677 .","See , for example , Mervyn Susser and Ezra Susser , "" Choosing a Future for Epidemiology",VP,Non-locative,Am,J Public Health 86 ( 1996,No,Discourse structuring,Other
text_acad_2011.txt,"For example , how are the factors that facilitate or impede health care empowerment ( e.g. , education , facility with assertive communication ) differentially distributed across populations ?",For example,PP,Non-locative,are,"the factors that facilitate or impede health care empowerment ( e.g. , education , facility with assertive communication ) differentially distributed across populations",No,Discourse structuring,Other
text_acad_2011.txt,"Munro S , Lewin S , Swart T , Volmink J. A review of health behaviour theories : how useful are these for developing interventions to promote long-term medication adherence for TB and HIV/AIDS ?","Munro S , Lewin S , Swart T , Volmink J. A review of health behaviour theories : how useful",Other,Non-locative,are,these,No,Discourse structuring,Other
text_acad_2011.txt,"That is , did improvements in health over this period narrow differences between economically distressed and nondistressed cities ?",That is,AdvP,Non-locative,did,improvements in health,No,Discourse structuring,Other
text_acad_2011.txt,"That is , did improvements in health over this period narrow differences between economically distressed and nondistressed cities ?",That is,AdvP,Non-locative,did,narrow differences between economically distressed and nondistressed cities,No,Discourse structuring,Other
text_acad_2011.txt,Black adolescents in both age groups also had higher rates of adolescent births than did their White counterparts in both distressed and nondistressed cities ( Table 2 ) .,Black adolescents in both age groups also had higher rates of adolescent births than,AdvP,Non-locative,did,their White counterparts,No,Discourse structuring,Other
text_acad_2011.txt,"Both Black ( RR=1.20 ; 95% CI=1.08 , 1.32 ) and White ( RR=1.18 ; 95% CI=1.01 , 1.38 ) children and youths experienced higher levels of infant mortality in economically distressed cities than did their racial counterparts in economically nondistressed cities .","Both Black ( RR=1.20 ; 95 % CI=1.08 , 1.32 ) and White ( RR=1.18 ; 95 % CI=1.01 , 1.38 ) children and youths experienced higher levels of infant mortality in economically distressed cities than",Other,Non-locative,did,their racial counterparts in economically nondistressed cities,No,Discourse structuring,Other
text_acad_2011.txt,"Despite absolute improvements in the adolescent birth rate , Blacks still had substantially higher rates of adolescent births in both age groups than did Whites in 2002 .","Despite absolute improvements in the adolescent birth rate , Blacks still had substantially higher rates of adolescent births in both age groups than",AdvP,Non-locative,did,Whites,No,Discourse structuring,Other
text_acad_2011.txt,Black children and youths in both groups of cities suffered poorer outcomes than did White children and youths during this period .,Black children and youths in both groups of cities suffered poorer outcomes than,Other,Non-locative,did,White children and youths,No,Discourse structuring,Other
text_acad_2011.txt,"Furthermore , more Blacks and Hispanics reported problems getting medical care as soon as they needed it than did Whites at all levels of income.35 </p>","Furthermore , more Blacks and Hispanics reported problems getting medical care as soon as they needed it than",AdvP,Non-locative,did,Whites,No,Comparative,Other
text_acad_2011.txt,Spanish-speaking Hispanics reported living in significantly larger households and with more children than did Whites or Blacks ( P=.001 ) .,Spanish - speaking Hispanics reported living in significantly larger households and with more children than,Other,Locative,did,Whites or Blacks,No,Scene-setting,Other
text_acad_2011.txt,"Similarly , a larger proportion of each minority group reported having more difficulty in avoiding potential exposure on crowded public transportation than did Whites ( P=.001 ) .","Similarly , a larger proportion of each minority group reported having more difficulty in avoiding potential exposure on crowded public transportation than",AdvP,Non-locative,did,Whites,No,Comparative,Other
text_acad_2011.txt,"In addition , Blacks reported significantly smaller household sizes than did Whites and greater ability to impose social distance at work , suggesting reduced risk of potential exposure for these indicators .","In addition , Blacks reported significantly smaller household sizes than",PP,Locative,did,Whites and greater ability to impose social distance at work,No,Scene-setting,Other
text_acad_2011.txt,"Susceptibility After controlling for confounding demographic and socioeconomic factors , Spanish-speaking Hispanics remained significantly less susceptible than did Whites to complications from H1N1 infection as measured by the susceptibility index ( B==0.37 ; P&lt;.001 ) .","Susceptibility After controlling for confounding demographic and socioeconomic factors , Spanish - speaking Hispanics remained significantly less susceptible than",PP,Non-locative,did,Whites,No,Evaluative,Other
text_acad_2011.txt,"After controlling for demographics and SES , Spanish-speaking Hispanics had significantly greater difficulty accessing health care than did Whites ( B= 0.85 , P&lt;.001 ) .","After controlling for demographics and SES , Spanish - speaking Hispanics had significantly greater difficulty accessing health care than",PP,Non-locative,did,"Whites ( B= 0.85 , P&lt;.001",No,Evaluative,Other
text_acad_2011.txt,"Women reported low physical activity more often than did men ( 47% vs 42% , respectively ) , but more women than men ate fruit and vegetables at least 5 days per week ( 35% vs 25% , respectively ) .",Women reported low physical activity more often than,AdvP,Non-locative,did,"men ( 47 % vs 42 % , respectively )",No,Comparative,Other
text_acad_2011.txt,"Although the overall response rate was generally high , geographic and socioeconomic differences in response rates could have affected the patterns that we observed , if non-participants had different levels of risks factors than did participants .","Although the overall response rate was generally high , geographic and socioeconomic differences in response rates could have affected the patterns that we observed , if non - participants had different levels of risks factors than",Other,Non-locative,did,participants,No,Comparative,Other
text_acad_2011.txt,"As smoking rates in the United States have been falling for several decades and are expected to continue declining , the overall magnitude of the radon question we try to address is what is the magnitude of this expected decline ?","As smoking rates in the United States have been falling for several decades and are expected to continue declining , the overall magnitude of the radon question we try to address is what",Other,Non-locative,is,the magnitude of this expected decline,No,Discourse structuring,Other
text_acad_2011.txt,Multiple logistic analyses controlling for baseline injection and sexual risks revealed that both peer educators and network members in the network intervention reduced injection-related risk behaviors significantly more than did those in the individually based intervention and that peer educators increased condom use significantly more than did those in the individual intervention .,Multiple logistic analyses controlling for baseline injection and sexual risks revealed that both peer educators and network members in the network intervention reduced injection - related risk behaviors significantly more than,Other,Non-locative,did,those in the individually based intervention,No,Evaluative,Other
text_acad_2011.txt,Multiple logistic analyses controlling for baseline injection and sexual risks revealed that both peer educators and network members in the network intervention reduced injection-related risk behaviors significantly more than did those in the individually based intervention and that peer educators increased condom use significantly more than did those in the individual intervention .,Multiple logistic analyses controlling for baseline injection and sexual risks revealed that both peer educators and network members in the network intervention reduced injection - related risk behaviors significantly more than did those in the individually based intervention and that peer educators increased condom use significantly more than,Other,Non-locative,did,those in the individual intervention,No,Evaluative,Other
text_acad_2011.txt,"Individual intervention participants , however , showed significantly greater improvements than did network members with respect to reductions in sexual risk behaviors .","Individual intervention participants , however , showed significantly greater improvements than",AdvP,Non-locative,did,network members,No,Evaluative,Other
text_acad_2011.txt,"Network members did , however , receive HIV testing and counseling , as did peer educators .","Network members did , however , receive HIV testing and counseling , as",AdvP,Non-locative,did,peer educators,No,Discourse structuring,Other
text_acad_2011.txt,Results showed that peer educators injected more frequently than did participants in the individual intervention ( 53 vs 29 times ; P&lt;.05 ) .,Results showed that peer educators injected more frequently than,Other,Non-locative,did,participants in the individual intervention,No,Comparative,Other
text_acad_2011.txt,"Peer educators exhibited greater levels of change than did the individual intervention participants with respect to injection frequency ( reduction of 28 times vs 8 times ) , frontloading and backloading ( reduction of 36% vs 16% ) , using a common container ( reduction of 32% vs 6% ) , using and the drug risk composite ( reduction of 33% vs 17% ) .",Peer educators exhibited greater levels of change than,Other,Non-locative,did,"the individual intervention participants with respect to injection frequency ( reduction of 28 times vs 8 times ) ,",No,Discourse structuring,Other
text_acad_2011.txt,"Peer educators exhibited greater levels of change than did the individual intervention participants with respect to injection frequency ( reduction of 28 times vs 8 times ) , frontloading and backloading ( reduction of 36% vs 16% ) , using a common container ( reduction of 32% vs 6% ) , using and the drug risk composite ( reduction of 33% vs 17% ) .",Peer educators exhibited greater levels of change than,Other,Non-locative,did,( reduction of 36 %,No,Discourse structuring,Other
text_acad_2011.txt,"By contrast , individual intervention participants had more favorable outcomes than did peer educators in terms of sex with an HIV-positive partner or a partner of unknown status ( OR=2.01 members in terms of sex with multiple partners ( OR=1.53 ; P&lt;.001 ) , sex with an HIV-positive partner or a partner of unknown status ( OR=1.31 ; P&lt;.02 ) , and the sex risk composite ( OR=2.17 ; P&lt;.001 ) .","By contrast , individual intervention participants had more favorable outcomes than",PP,Locative,did,peer educators,No,Scene-setting,Other
text_acad_2011.txt,"In the comparison of the 2 interventions , peer educators and network members reported significantly greater risk reduction than did those in the individual intervention with respect to frontloading or backloading and the needle risk composite score , and peer educators exhibited more reductions than did individual intervention participants in unprotected vaginal and anal sex .","In the comparison of the 2 interventions , peer educators and network members reported significantly greater risk reduction than did those in the individual intervention with respect to frontloading or backloading and the needle risk composite score , and peer educators exhibited more reductions than",PP,Locative,did,individual intervention participants,No,Scene-setting,Other
text_acad_2011.txt,"However , individual intervention participants decreased their sexual activity with HIV-positive partners or partners of unknown status more than did peer educators and network members ; also , their reports of multiple sex partners decreased more than did those of peer educators , as did their scores on the sexual risk composite measure .","However , individual intervention participants decreased their sexual activity with HIV - positive partners or partners of unknown status more than",VP,Non-locative,did,peer educators and network members,No,Comparative,Other
text_acad_2011.txt,"However , individual intervention participants decreased their sexual activity with HIV-positive partners or partners of unknown status more than did peer educators and network members ; also , their reports of multiple sex partners decreased more than did those of peer educators , as did their scores on the sexual risk composite measure .","However , individual intervention participants decreased their sexual activity with HIV - positive partners or partners of unknown status more than did peer educators and network members ; also , their reports of multiple sex partners decreased more than",AdvP,Non-locative,did,those of peer educators,No,Comparative,Other
text_acad_2011.txt,"However , individual intervention participants decreased their sexual activity with HIV-positive partners or partners of unknown status more than did peer educators and network members ; also , their reports of multiple sex partners decreased more than did those of peer educators , as did their scores on the sexual risk composite measure .","However , individual intervention participants decreased their sexual activity with HIV - positive partners or partners of unknown status more than did peer educators and network members ; also , their reports of multiple sex partners decreased more than did those of peer educators , as",AdvP,Non-locative,did,their scores on the sexual risk composite measure,No,Comparative,Other
text_acad_2011.txt,"Of particular interest in the realm of public health , however , is the possibility that minimum wage laws may substantially reduce access to health care .",Of particular interest in the realm of public health,PP,Non-locative,is,the possibility that minimum wage laws may substantially reduce access to health care,No,Discourse structuring,Other
text_acad_2011.txt,"For access to general medical services and prescription medications , we found that even after we controlled the covariates , persons with chronic conditions reported greater access problems than did persons without chronic conditions , especially when they also reported disabilities .","For access to general medical services and prescription medications , we found that even after we controlled the covariates , persons with chronic conditions reported greater access problems than",PP,Non-locative,did,persons without chronic conditions,No,Discourse structuring,Other
text_acad_2011.txt,"Typically , Tier One interventions are delivered in the general education classroom and include behavior management or social skills programs like Positive Behavioral Supports ( see the U.S. Office of Special Education Programs Web site , www.pbis.org ) and Second Step : A Violence Prevention Curriculum ( Committee for Children , 2003 ) .","Typically , Tier One interventions are delivered in the general education classroom and include behavior management or social skills programs like Positive Behavioral Supports (",PP,Locative,see,"A Violence Prevention Curriculum ( Committee for Children , 2003 )",No,Scene-setting,Other
text_acad_2011.txt,"To examine research question 3 ( What is the predictive effect of the various categories of expectations upon post-secondary status ? ) , an MLR was computed .",To examine research question 3,VP,Non-locative,is,the predictive effect of the various categories of expectations upon post - secondary status,No,Discourse structuring,Other
text_acad_2011.txt,"Results of this study do indicate , however , that an increase in parent expectations from high school or less to a two-year college does not have as strong an effect upon determining post-secondary status as does an increase in expectations by students and teachers .",of this study,PP,Non-locative,does,an increase in expectations by students and teachers,No,Comparative,Other
text_acad_2011.txt,"Results of this study do indicate , however , that an increase in parent expectations from high school or less to a two-year college does not have as strong an effect upon determining post-secondary status as does an increase in expectations by students and teachers .","Results of this study do indicate , however , that an increase in parent expectations from high school or less to a two - year college does not have as strong an effect upon determining post - secondary status as",AdvP,Non-locative,does,an increase in expectations by students and teachers,No,Comparative,Other
text_acad_2011.txt,"Among high-income patients , Toronto residents had lower survival rates than did San Francisco residents ( RR=0.86 ; 95% CI=0.75 , 0.98 ) .","Among high - income patients , Toronto residents had lower survival rates than",PP,Locative,did,San Francisco residents ( RR=0.86,No,Scene-setting,Other
text_acad_2011.txt,"Krieger N , Chen JT , Waterman PD , Soobader M , Subramanian SV , Carson R. Geocoding and monitoring of US socioeconomic inequalities in mortality and cancer incidence : does the choice of area-based measure and geographic level matter ?","Chen JT , Waterman PD , Soobader M , Subramanian SV , Carson R. Geocoding and monitoring of US socioeconomic inequalities in mortality and cancer incidence",Other,Non-locative,does,the choice of area - based measure and geographic level matter,No,Discourse structuring,Other
text_acad_2011.txt,Analyses showed that women who received preventive dental care had better birth outcomes than did those who received no treatment ( P&lt;.001 ) .,Analyses showed that women who received preventive dental care had better birth outcomes than,Other,Non-locative,did,those who received no treatment ( P&lt;.001,No,Comparative,Other
text_acad_2011.txt,"Our results should therefore be interpreted as conservative estimates of postimmigration exposure to lead ( see Appendix , available as a supplement to the online version of this article at http : //www.ajph.org , for further discussion of this issue ) .",Our results should therefore be interpreted as conservative estimates of postimmigration exposure to lead (,PP,Non-locative,see,Appendix,No,Discourse structuring,Other
text_acad_2011.txt,"The BEH group improved more than did the comparison group , but most differences in improvements were not significant .",The BEH group improved more than,AdvP,Non-locative,did,the comparison group,No,Comparative,Other
text_acad_2011.txt,"Asian older adults had , on average , better disability outcomes than did non-Hispanic Whites .","Asian older adults had , on average , better disability outcomes than",PP,Non-locative,did,non - Hispanic Whites,No,Comparative,Other
text_acad_2011.txt,"In contrast , Japanese respondents had the best disability profile ; they had significantly lower age- and gender-adjusted odds for all 4 disabilities than did the and blindness or deafness , and Filipinos had lower odds of cognitive problems than did the Chinese .","In contrast , Japanese respondents had the best disability profile ; they had significantly lower age- and gender - adjusted odds for all 4 disabilities than",Other,Locative,did,the and blindness or deafness,No,Scene-setting,Other
text_acad_2011.txt,"In contrast , Japanese respondents had the best disability profile ; they had significantly lower age- and gender-adjusted odds for all 4 disabilities than did the and blindness or deafness , and Filipinos had lower odds of cognitive problems than did the Chinese .","In contrast , Japanese respondents had the best disability profile ; they had significantly lower age- and gender - adjusted odds for all 4 disabilities than did the and blindness or deafness , and Filipinos had lower odds of cognitive problems than",Other,Locative,did,the Chinese,No,Scene-setting,Other
text_acad_2011.txt,"Similarly , Koreans no longer had significantly lower odds of cognitive problems and blindness or deafness than did Chinese respondents .","Similarly , Koreans no longer had significantly lower odds of cognitive problems and blindness or deafness than",AdvP,Non-locative,did,Chinese respondents,No,Evaluative,Other
text_acad_2011.txt,"After adjustment for education ( model 2 ) , the Japanese respondents no longer had significantly lower odds of all 4 disability types than did the Chinese respondents .","After adjustment for education ( model 2 ) , the Japanese respondents no longer had significantly lower odds of all 4 disability types than",PP,Non-locative,did,the Chinese respondents,No,Evaluative,Other
text_acad_2011.txt,"When further adjustments were made for immigration history , citizenship status , and language spoken at home ( model 3 ) , the Japanese respondents had significantly higher odds of ADL limitations and cognitive problems than did the Chinese respondents .","When further adjustments were made for immigration history , citizenship status , and language spoken at home ( model 3 ) , the Japanese respondents had significantly higher odds of ADL limitations and cognitive problems than",Other,Non-locative,did,the Chinese respondents,No,Evaluative,Other
text_acad_2011.txt,"However , Whites had significantly higher odds of all 4 types of disability than did Chinese respondents .","However , Whites had significantly higher odds of all 4 types of disability than",AdvP,Non-locative,did,Chinese respondents,No,Evaluative,Other
text_acad_2011.txt,Hawaiian/Pacific Islanders had higher odds of all 4 disability types than did the Chinese in the fully adjusted analysis ( model 3 ) .,Hawaiian / Pacific Islanders had higher odds of all 4 disability types than,Other,Non-locative,did,the Chinese,No,Discourse structuring,Other
text_acad_2011.txt,"Despite poorer outcomes for Hawaiian/Pacific Islanders and Vietnamese , AAPI sub-populations , in general , had better disability outcomes than did Whites .","Despite poorer outcomes for Hawaiian / Pacific Islanders and Vietnamese , AAPI sub - populations , in general , had better disability outcomes than",PP,Non-locative,did,Whites,No,Comparative,Other
text_acad_2011.txt,"Education has been found to be protective of cognitive problems , 40 which might explain why Whites had lower age- and gender-adjusted odds than did Chinese respondents for this outcome only .","Education has been found to be protective of cognitive problems , 40 which might explain why Whites had lower age- and gender - adjusted odds than",Other,Non-locative,did,Chinese respondents for this outcome,No,Discourse structuring,Other
text_acad_2011.txt,"1 Reports of many common chronic conditions , such as heart disease , arthritis , diabetes , and some cancers , have been increasing , as have the costs associated with their treatment.","1 Reports of many common chronic conditions , such as heart disease , arthritis , diabetes , and some cancers , have been increasing , as",Other,Non-locative,have,the costs associated with their treatment,No,Discourse structuring,Other
text_acad_2011.txt,"Krieger N , Chen JT , Waterman PD , Soobader MJ , Subramanian SV , Carson R. Geocoding and monitoring of US socioeconomic inequalities in mortality and cancer incidence : does the choice of area-based measure and geographic level matter ?","Chen JT , Waterman PD , Soobader MJ , Subramanian SV , Carson R. Geocoding and monitoring of US socioeconomic inequalities in mortality and cancer incidence",PP,Non-locative,does,the choice of area - based measure and geographic level matter,No,Discourse structuring,Other
text_acad_2011.txt,"According to the World Health Organisation , one of the first recorded diseases to affect human health , more than two-and-a-half thousand years ago , was that of leprosy ( a chronic disease caused by Mycobacterium leprae1 ) .",According to the World Health Organisation,PP,Non-locative,was,that of leprosy,No,Comparative,Other
text_acad_2011.txt,"According to the World Health Organisation , one of the first recorded diseases to affect human health , more than two-and-a-half thousand years ago , was that of leprosy ( a chronic disease caused by Mycobacterium leprae1 ) .","one of the first recorded diseases to affect human health , more than two - and - a - half thousand years ago",PP,Non-locative,was,that of leprosy,No,Comparative,Other
text_acad_2011.txt,"At an estimated cost of 1 billion $1.6 billion per year , division affects everything from health to education to public transport , to access to services and-at times-two of everything literally a few streets apart , "" wrote Deputy Chief Constable Judith Gillespie in a recent post on the Police Service of Northern Ireland 's blog .","At an estimated cost of 1 billion $ 1.6 billion per year , division affects everything from health to education to public transport , to access to services and - at times - two of everything literally a few streets apart",VP,Locative,wrote,Deputy Chief Constable Judith Gillespie,No,Scene-setting,Other
text_acad_2011.txt,""" Everyone talks about shared spaces , but that is a short-term solution , "" says Dominic Bryan , a Queens University anthropologist who has studied the conflict .","Everyone talks about shared spaces , but that is a short - term solution",VP,Non-locative,says,"Dominic Bryan , a Queens University anthropologist who has studied the conflict",Yes,Quotative,Other
text_acad_2011.txt,"In high school , at the Phillips Academy in Andover , Massachusetts , Bush had an American history teacher , Tom Lyons , who brought the presidency of Franklin Roosevelt and the interesting and exciting , "" recalls Bush , who was no star pupil , either at Andover or at Yale , where he majored in history .","In high school , at the Phillips Academy in Andover , Massachusetts , Bush had an American history teacher , Tom Lyons , who brought the presidency of Franklin Roosevelt and the interesting and exciting",VP,Locative,recalls,"Bush , who was no star pupil ,",No,Scene-setting,Other
text_acad_2011.txt,</p> I had to catch my breath : Was this America ?,< /p > I had to catch my breath :,VP,Non-locative,Was,this,No,Discourse structuring,Other
text_acad_2011.txt,What kind of secret is it if half a million people are in the know ?,What kind of secret,PP,Non-locative,is,it,No,Discourse structuring,Other
text_acad_2011.txt,""" The legal challenge was very , very time consuming , "" recalled Karen Butter , the director of the UCSF library and archives , "" both in working with our legal counsel and in giving depositions .","The legal challenge was very , very time consuming",Other,Non-locative,recalled,"Karen Butter , the director of the UCSF library and archives",No,Discourse structuring,Other
text_acad_2011.txt,"Later asked , "" Are you a psychological novelist ? ""","Later asked , """,AdvP,Non-locative,Are,you,No,Discourse structuring,Other
text_acad_2011.txt,"There was a lot of blood , "" said Detective Sgt Robert Lawlor .",There was a lot of blood,VP,Locative,said,Detective Sgt Robert Lawlor,Yes,Quotative,Other
text_acad_2011.txt,"It just seemed so sad that you had to spend your birthday in the hospital , "" said the woman , while her husband looked on sympathetically .",It just seemed so sad that you had to spend your birthday in the hospital,VP,Non-locative,said,the woman,Yes,Quotative,Other
text_acad_2011.txt,"First sunbath , "" "" Is n't life beautiful ? """,First sunbath,AdvP,Non-locative,Is,life,No,Discourse structuring,Other
