type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
numeric_inversion,"Some crops are affected at levels less than 1 ppb . "" <p> A report on the position paper and other developments will be @ @ @ @ @ @ @ @ @ @ WASTE RECYCLING CHALLENGES IN EASTERN AND CENTRAL EUROPE <p> Ten countries in Eastern and Central Europe are still trying to come to grips with the challenges of meeting European Union ( EU ) guidelines on managing waste streams .",Ten countries in Eastern and Central Europe,are,an Union ( EU ) guidelines on managing waste streams,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,723,22,text_acad_2001.txt
coordinated_inversion,"Under each company and contact information appears data listing number of years in business , biogas projects , employees and farm projects .",Under each company and contact information,appears,a listing number of years in business,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,725,59,text_acad_2001.txt
coordinated_inversion,Between 20 and 50 more digesters are being planned in the near future as part of the program . <p> By Jerome Goldstein and Kurt F.,Between 20 and 50 more digesters,are,the near future as part of the program,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,725,111,text_acad_2001.txt
numeric_inversion,One state level official was in favor of banning CCA lumber for use and the two remaining officials indicated they believed CCA lumber disposal was n't a problem .,One state level official,was,a problem,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,727,76,text_acad_2001.txt
numeric_inversion,"For wood residues to be used effectively on large-scale projects , procurement specifications -- based on physical properties of materials -- are needed to ensure the proper effect is achieved ( see sidebar ) . <p> Three wood residual products were used for the trials -- a paper mill wood waste , a pine bark mulch , and ground stump/wood waste mulch .",Three wood residual products,were,a paper mill wood waste,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,728,8,text_acad_2001.txt
numeric_inversion,"Two cells were left untreated as reference cells and three other cells were untreated but contained erosion control structures including a wood waste filter berm ( made from the paper mill 's mulch product ) , geosynthetic silt fence ( silt fence ) , and hay bale silt barrier near the bottom of the cell .",Two cells,were,a wood waste filter berm ( made from the paper mill 's mulch product ),Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,728,21,text_acad_2001.txt
numeric_inversion,"Three cells were left untreated but contained erosion control structures -- silt fence , a hay bale and a mulch berm -- at the bottom of the cells . <p> By Kenneth Demars ; Richard Long and Jonathan Ives <p> <p> Kenneth Demars is Associate Professor and Richard Long is Emeritus Professor at the University of Connecticut in Storrs .",Three cells,were,a hay bale and a mulch berm -- at the bottom of the cells,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,728,69,text_acad_2001.txt
numeric_inversion,One of the latest additions is a controlled composting system based around a fabric cover .,One of the latest additions,is,a controlled composting system based around a fabric cover,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,729,9,text_acad_2001.txt
numeric_inversion,"Three major feedstocks are processed -- biosolids , often mixed with yard trimmings ; municipal solid waste , sometimes mixed with biosolids ; and separately collected organics from households , food producers and farm operations . <p> The composting package has five components : the covers , controls , aeration ( pipes or ducts on or in the floor ) , a handling device for the covers and technical expertise .",Three major feedstocks,are,a handling device for the covers and technical expertise,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,729,21,text_acad_2001.txt
numeric_inversion,"We started testing this application and gradually defined the requirements for a cover that would accomplish both @ @ @ @ @ @ @ @ @ @ with aerated static piles . "" Nine projects in Europe are or will be equipped with the covers soon . <p> Air is blown up through the pile , but only a certain amount passes through the membrane .",Nine projects in Europe,are,a certain amount passes through the membrane,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,729,32,text_acad_2001.txt
numeric_inversion,"Three biosolids composting facilities using this technology are under construction in Europe . <p> The market for composting systems appears good right now , he adds . "" Regulations that deal with household waste stipulate that the best available technology ( BAT ) should be used .",Three biosolids composting facilities using this technology,are,that deal with household waste stipulate that the best available technology ( BAT ) should be used,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,729,40,text_acad_2001.txt
numeric_inversion,"One key to effective use is to make sure the compost piles are triangular and peaked prior to putting on the covers . "" The covers shed rainfall through a wicking action , and this can not take place properly on flat surfaces , "" he notes . <p> East Coast Compost in Ashevitle , North Carolina processes dairy manure , food residuals , sawdust and spent silage .",One key to effective use,is,this can not take place properly on flat surfaces,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,729,82,text_acad_2001.txt
numeric_inversion,"Three steel buildings were constructed at the site ( each about 80 feet wide by 400 feet long ) to house the composting operation . "" We treat 1,500 to 1,600 tons on a dry weight basis , per batch , "" says Pat Faessler , Sevenson 's site treatment manager . "" Contaminant concentration varies with each batch .",Three steel buildings,were,a dry weight basis,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,731,5,text_acad_2001.txt
numeric_inversion,"EPA report mentioned in this article , "" Use of Bioremediation At Superfund Sites , "" is available at EPA 's web site : http : // www.epa.gov/tio/or http : //clu-in.org . <p> PHOTOS ( COLOR ) : Three steel buildings -- 80 feet wide by 400 feet long -- were constructed at the Joliet site ( right ) .",Three steel buildings -- 80 feet wide by 400 feet long --,were,the Joliet site ( right ),Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,731,26,text_acad_2001.txt
numeric_inversion,"In addition , the cost of chipping , transporting and storing wood at the reclamation site are well below the cost of landfilling the high-bulk material . <p> One of the wastewater treatment facility managers ' concerns about the project was the risk of long-term liability if Class B biosolids were applied at the site .",One of the wastewater treatment facility managers ' concerns about the project,was,the risk of long-term liability if Class B biosolids were applied at the site,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,732,22,text_acad_2001.txt
numeric_inversion,"One principle is to have separate collection from residences , restaurants , schools , businesses , etc .",One principle,is,to have separate collection from residences,Numeric Expression,False,medium,Common inversion verb; Subject much longer than fronted element,733,30,text_acad_2001.txt
numeric_inversion,"One @ @ @ @ @ @ @ @ @ @ "" This trip really increased the pride in what they were doing .","One @ @ @ @ @ @ @ @ @ @ "" This trip really increased the pride in what they",were,doing,Numeric Expression,False,medium,Quoted text spans front and subject - likely not inversion; Common inversion verb; Very long fronted constituent,734,33,text_acad_2001.txt
numeric_inversion,"And secondly , ethanol demand is projected to increase beyond what can be supported by corn alone , especially when considering the lack of available corn in many areas of the country . <p> One of the appeals of MSW as a feedstock is that it turns the gathering process upside down economically .",One of the appeals of MSW as a feedstock,is,that it turns the gathering process upside down economically,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,735,47,text_acad_2001.txt
numeric_inversion,"Four states stand out for their support of ethanol producers -- Illinois , Iowa , Minnesota and Nebraska .",Four states,stand,a and Nebraska,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,735,55,text_acad_2001.txt
numeric_inversion,AQUACULTURE AT OTELFINGEN <p> One of the unique features of the Otelfingen site is the aquaculture greenhouse which uses digester effluent to grow a variety of plants .,One of the unique features of the Otelfingen site,is,a variety of plants,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,738,41,text_acad_2001.txt
numeric_inversion,One improvement made in the redesign was the installation of rapidly closing doors to the tipping floor and biosolids delivery areas .,One improvement made in the redesign,was,the installation of rapidly closing doors to the tipping floor and biosolids delivery areas,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,742,66,text_acad_2001.txt
numeric_inversion,"One special case is the landfill in Garraf ( 25 km from Barcelona ) , destination of most of the garbage generated in Barcelona and surrounding towns , which receives approximately 900,000 metric tons of MSW per year . <p> In recent years , pressure from the general public has been focused on the closing of this 30-year-old sanitary landfill .",One special case,is,this 30-year-old sanitary landfill,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,744,2,text_acad_2001.txt
coordinated_inversion,"We are pleased to move forward with these projects that have attracted over $15 million in state and federal grant funding . "" <p> Comments Paul Sellew , Synagro executive vice president and head of its newly formed Agribusiness Group : "" This facility will serve as a demonstration of Synagro 's package of technology and services for the livestock industry in the United States . "" SCHOOL SETS ZERO WASTE GOAL <p> Through the guidance of Shelley Grossman and Toby Weitzel -- and their waste reduction consulting firm called VermiCoast -- @ @ @ @ @ @ @ @ @ @ Academy are nearing a goal of zero waste . "" In a perfect world , everything would be recyclable and/or compostable but unfortunately that is not realistic , "" write Grossman and Weitzel in the latest issue of Worm Digest .",Through the guidance of Shelley Grossman and Toby Weitzel -- and their waste reduction consulting firm called VermiCoast -- @ @ @ @ @ @ @ @ @ @ Academy,are,a goal of zero waste,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,745,21,text_acad_2001.txt
numeric_inversion,Pretreatment systems to remove a high percentage of the organic matter and pathogens can improve the efficiency of the soil system in completing the treatment process . <p> One of the problems with the soil absorption component of traditional septic systems is that soils have been chosen based on hydraulic characteristics rather than for their treatment abilities .,One of the problems with the soil absorption component of traditional septic systems,is,that soils have been chosen based on hydraulic characteristics rather than for their treatment abilities,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,747,34,text_acad_2001.txt
numeric_inversion,One of the intentions of this preliminary research phase was to identify data gaps .,One of the intentions of this preliminary research phase,was,a gaps,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,749,31,text_acad_2001.txt
numeric_inversion,"Since adding bulk metal , New York 's program has increased the amount of material it recovers by nearly 200,000 tons . <p> One of the factors which helps create the success New York has achieved is the fact that much of the city 's service territory is high density , multifamily housing where program participation and outreach is often more effective .",One of the factors which helps create the success New York has achieved,is,that much of the city 's service territory is high density,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,749,45,text_acad_2001.txt
numeric_inversion,"More to the point , as solid waste managers gain expertise in data collection methodologies , it is likely that the private sector side of the equation will begin to get filled in by some of the cities listed here . <p> One very difficult aspect of this research was the lack of basic demographic knowledge by many municipal program managers .",One very difficult aspect of this research,was,any municipal program managers,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,749,75,text_acad_2001.txt
numeric_inversion,"Methodologies like those being developed by Penn State are being utilized by the research group . <p> One of the concerns about involving EPA and state regulatory personnel in the group was the perception that the goal was to work toward regulatory limits for odor emissions . "" The science really is n't there to regulate odors , "" notes Peot . "" But in the process of getting various states involved with sampling at WWTPs , biosolids coordinators and regulators are seeing what is going on at plants and learning along with everyone else .",One of the concerns about involving EPA and state regulatory personnel in the group,was,that the goal was to work toward regulatory limits for odor emissions,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,751,67,text_acad_2001.txt
numeric_inversion,"One of the first steps is to do a "" gap analysis "" of current management methods and biosolids practices to identify gaps or vulnerabilities in the system . "" In the gap analysis , one of the first things we had to do was look at critical control points in the wastewater treatment system and biosolids management program that could affect biosolids in a negative way @ @ @ @ @ @ @ @ @ @ found in the analysis pointed to areas and control points that contribute to , or impact , odor generation .",One of the first steps,is,"a "" gap analysis "" of current management methods and biosolids practices to identify gaps or vulnerabilities in the system",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,751,118,text_acad_2001.txt
numeric_inversion,"As of this writing , the tests are still in progress but the preliminary results are promising , according to Stuart Buckner , Director of Environmental Services for the town of Islip . <p> One of the more experienced facilities with air separation is County Conservation in Sewell , New Jersey .",One of the more experienced facilities with air separation,is,County,Numeric Expression,False,medium,Common inversion verb,752,98,text_acad_2001.txt
numeric_inversion,One Weapon In The Plastics Battle <p> Air separation is getting more attention in the battle to remove plastics from compost products .,One Weapon In The Plastics Battle <p> Air separation,is,more attention in the battle to remove plastics from compost products,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,752,106,text_acad_2001.txt
numeric_inversion,"Three types of scavenging activities are carried out by Mexicans in the @ @ @ @ @ @ @ @ @ @ of activity , individuals salvage items from the waste stream to satisfy their own needs , and no cash is involved . <p> Recover , of materials for sale to consumers - Some enterprising individuals have realized the business opportunities of salvaging discarded items in the U.S. and then selling them in Mexico .",Three types of scavenging activities,are,their own needs,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,754,46,text_acad_2001.txt
numeric_inversion,It was found that windrow turning generally increased odor production because the volatile compounds were dispersed into the air along with the steam . <p> One alternative that worked reasonably well to decrease odors was to mix the biosolids with wood chips and compost them in a static @ @ @ @ @ @ @ @ @ @ as a biofilter and were not disturbed until odors were diminished .,One alternative that worked reasonably well to decrease odors,was,a static @ @ @ @ @ @ @ @ @ @ as a biofilter and were not disturbed until odors were diminished,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,757,47,text_acad_2001.txt
numeric_inversion,"One pile was made with 30 percent each of wood chips , straw and leaves , and ten percent fresh biosolids .",One pile,was,each of wood chips,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,757,54,text_acad_2001.txt
numeric_inversion,"From there , the mixture was pressed out into long ropes of @ @ @ @ @ @ @ @ @ @ , and heated the feed to the temperature required by the United States Department of Agriculture . <p> One of EnviroFeed 's most satisfied customers was the Newark Airport Hilton .",One of EnviroFeed 's most satisfied customers,was,the Newark Airport Hilton,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,760,39,text_acad_2001.txt
numeric_inversion,Six questions were given to the teachers daily to focus their comments .,Six questions,were,their comments,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,764,64,text_acad_2001.txt
numeric_inversion,"Analysis <p> Eight data collection instruments were used to collect data on the 10 course features described above : a pretest , the posttests , a teacher opinion survey , an expert review questionnaire , attendance records , background information cards , the teacher journals , and an instructor journal .",Eight data collection instruments,were,a on the 10 course features described above,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,764,82,text_acad_2001.txt
numeric_inversion,Ten course features were analyzed using eight quantitative and qualitative data collection instruments .,Ten course features,were,a collection instruments,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,764,140,text_acad_2001.txt
numeric_inversion,"Instrument and Data Analysis <p> Four dependent variables were tested : knowledge , attitudes/outcome beliefs , social behaviors , and household conservation behaviors .",Four dependent variables,were,tested,Numeric Expression,False,medium,Common inversion verb,766,90,text_acad_2001.txt
numeric_inversion,Five of the nine questions measuring knowledge of water sources in Jordan were significantly different .,Five of the nine questions measuring knowledge of water sources in Jordan,were,significantly different,Numeric Expression,False,medium,Common inversion verb,766,116,text_acad_2001.txt
numeric_inversion,"In many instances , such influences become a substitute for assessing risks-for example , some residents of Three Mile Island may have left their homes during the nuclear plant accident because their neighbors were leaving and they did not want to be left behind ( Cutter &; Barnes , 1982 ) . <p> Goal 6 : Students should be able to evaluate how personal biases affect their and others ' judgments about the size of the risk .",Three Mile Island may have left their homes during the nuclear plant accident because their neighbors,were,their and others ' judgments about the size of the risk,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,767,32,text_acad_2001.txt
coordinated_inversion,"Other renovations included reconditioning the final clarifier tank , sandblasting and recoating metal parts , plus replacing the center baffle and piping entering the clarifier from the aeration basin with stainless steel pipe . <p> In addition @ @ @ @ @ @ @ @ @ @ system and a lift station telemetry project was being developed .",In addition @ @ @ @ @ @ @ @ @ @ system and a lift station telemetry project,was,being developed,Coordinated Structure,True,medium,Common inversion verb; Very long fronted constituent,769,20,text_acad_2001.txt
numeric_inversion,"One feature I really like about the system is that I can trend and graph any flow , process variable or event , "" Morrissey said . <p> The Wrightstown wastewater project also has @ @ @ @ @ @ @ @ @ @ 0.01 of an inch of rain .",One feature I really like about the system,is,that I can trend and graph any flow,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,769,46,text_acad_2001.txt
complex_pp_inversion,"Microbiological Issues <p> In stark contrast to public perception that aquifers are "" pristine "" environments , bacteria exist naturally in many aquifer systems .",In stark contrast to public perception that aquifers,are,a exist naturally in many aquifer systems,PP (Complex Prepositional Phrase),True,high,Subject starts with determiner; Common inversion verb,772,27,text_acad_2001.txt
numeric_inversion,One of the ways the project is dealing with erosion is by placing grade control structures throughout the Wash .,One of the ways the project,is,the Wash,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,773,25,text_acad_2001.txt
numeric_inversion,"Four methods that will automatically remove grit are screw or tubular conveyor , chain and bucket elevators , clamshell buckets , and pumps .",Four methods that will automatically remove grit,are,screw or tubular conveyor,Numeric Expression,False,medium,Common inversion verb,774,68,text_acad_2001.txt
numeric_inversion,"Third Party Test <p> Early @ @ @ @ @ @ @ @ @ @ the WERF ( Water Environmental Research Foundation ) , inquired if Toshiba would like to provide WERF with two microwave density meters for long term testing in thickening and dewatering wastewater applications . <p> Two microwave density meters were shipped for the trial applications .",Two microwave density meters,were,the trial applications,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,776,25,text_acad_2001.txt
numeric_inversion,"One microwave unit was installed in Oakland , Calif. , at East Bay Municipal Utility District , and the other unit was installed at Orange County Sanitation District in California .",One microwave unit,was,her unit was installed at Orange County Sanitation District in California,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,776,27,text_acad_2001.txt
numeric_inversion,"It is also desirable , because it lets the world economy avoid reliance on one or a few primary fuels . <p> The idea was summed up by Robert Schock , a senior fellow in the Center for Global @ @ @ @ @ @ @ @ @ @ "" Development of a range of technologies is the only insurance against uncertainties , "" he said . <p> One plan that has been put forward to get all those different sources of energy to work together is to use them to generate electricity , which can be distributed to carry out any number of jobs .",One plan that has been put forward to get all those different sources of energy to work together,is,an be distributed to carry out any number of jobs,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,778,9,text_acad_2001.txt
numeric_inversion,"British Nuclear Fuels plc ) , reported on some of those efforts . <p> One modular design is the pebble bed reactor , developed in Germany and now proposed for commercial application in South Africa by a group that includes BNFL .",One modular design,is,a by a group that includes BNFL,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,778,33,text_acad_2001.txt
numeric_inversion,"The evaporator was intended to be attached directly to the heat-generating chip or package , much like a conventional heat sink . <p> One of the key challenges for the researchers was to miniaturize the device .",One of the key challenges for the researchers,was,the device,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,779,29,text_acad_2001.txt
numeric_inversion,"Nanotechnology <p> One emerging technology poised to make a major impact on engineering design is nanotechnology-the ability to work at the molecular level , atom by atom , to create @ @ @ @ @ @ @ @ @ @ engineers , nanotechnology is changing the approach to design . <p> Recognizing the need to integrate science , engineering and application in this emerging technology , ASME began exploring an appropriate role .",One emerging technology poised to make a major impact on engineering design,is,this emerging technology,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,781,18,text_acad_2001.txt
numeric_inversion,"Six ASME Foundation grants were awarded in 2000 : $32,000 to update and print the booklets Mechanical Engineering : A Career for the Future and Mechanical Engineering Technology : Meeting the Challenges of Today and Tomorrow , and to create corresponding Web sites . $38,000 for engineering fellowships for middle school science and technology teachers and mini-grants for innovative projects $24,000 for ASME participation in the 2001 National Boy Scouts Jamboree $32,000 to solicit , select and disseminate exemplary practices in the teaching of mechanical engineering design principles and practices in high school $35,000 to produce a video and Website featuring the greatest mechanical engineering achievements of the 20th century $15,000 for a Web-based educational module on government relations and public policy Grant Update <p> Four of the five programs that received grants in 1999 were completed ; one is ongoing . <p> A series of highly effective workshops provided the basis for the ASME Teacher @ @ @ @ @ @ @ @ @ @ school teachers to enhance math , science and engineering offerings .",Six ASME Foundation grants,were,a video and Website featuring the greatest mechanical engineering achievements of the 20th century $15,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,782,5,text_acad_2001.txt
numeric_inversion,"Four graduate teaching fellowships were also awarded , totaling $20,000 . <p> In addition , a new annual $5,000 ASME/FIRST ( For the Inspiration and Recognition of Science and Technology ) award was presented to a high school senior involved in the highly acclaimed FIRST robot-building competition .",Four graduate teaching fellowships,were,a new annual $5,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,782,9,text_acad_2001.txt
numeric_inversion,"Three high-performance models are available : standard single pressure test , fast fill test , and cyclone test . <p> Circle 195 on Reader Service Card Urethane damping material <p> E-A-R SPECIALTY COMPOSITES , INDIANAPOLIS , IND .",Three high-performance models,are,one test,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,786,87,text_acad_2001.txt
numeric_inversion,"Five display sizes are available : 10.4 in . ( VGA and SVGA ) , 12.1 in . ( SVGA ) , 15.1 in . ( XGA ) , 18.1 in . ( SXGA ) , and 20.1 in . ( SXGA ) . <p> Circle 197 on Reader Service Card Dispensing pumps <p> VALCOR ENGINEERING CORP. , SPRINGFIELD , N.J.",Five display sizes,are,V,Numeric Expression,False,medium,Common inversion verb,786,95,text_acad_2001.txt
numeric_inversion,Two basic kits are available with add-on modules for specific applications .,Two basic kits,are,available with add-on modules for specific applications,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,786,114,text_acad_2001.txt
numeric_inversion,"One approach for achieving scalability is through linking air traffic management with an automatic flight management system onboard each aircraft . <p> NASA 507 , a certified Lancair Columbia 300 general aviation aircraft , has state-of-the-art avionics , color moving map/GPS , and side-arm control stick . <p> Such an air traffic management system will be built on global systems , such as GPS and future constellations of communication satellites .",One approach for achieving scalability,is,a certified Lancair Columbia 300 general aviation aircraft,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,787,67,text_acad_2001.txt
numeric_inversion,"One of the unique aspects of its design is that , although the sensor is very small , it has a relatively large proof mass , Maxwell said .",One of the unique aspects of its design,is,a relatively large proof mass,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,788,35,text_acad_2001.txt
coordinated_inversion,To say that hardware and software necessary for such experimentation are rapidly evolving means that teams of top engineers must always be on top of their game to fully exploit available technologies .,To say that hardware and software necessary for such experimentation,are,that teams of top engineers must always be on top of their game to fully exploit available technologies,Coordinated Structure,False,high,Subject starts with determiner; Common inversion verb,789,7,text_acad_2001.txt
numeric_inversion,Two others were diverted to deliver greater destruction to New York City .,Two others,were,New,Numeric Expression,False,medium,Common inversion verb,791,2,text_acad_2001.txt
numeric_inversion,"He said the plan now is to use about 750 tiebacks of high-strength steel wire strands , bundled in groups of 15 . <p> "" We can do about one of these installations a day , "" Sandiford said . -Peter Easton MAPS OF DANGEROUS TERRAIN <p> One helpful tool in assisting with the work at Ground Zero is digital imagery provided in different formats .",One helpful tool in assisting with the work at Ground Zero,is,digital imagery provided in different formats,Numeric Expression,False,medium,Common inversion verb,791,33,text_acad_2001.txt
numeric_inversion,"One of the questions that should be answered is , would the building , as damaged structurally , have collapsed if there had been no fire ? "" <p> Bare open web steel joists in a floor construction like those in the World Trade Center can resist fire for only seven minutes , according to the ASTM E 119 fire test referenced by all building codes .",One of the questions that should be answered,is,a floor construction like those in the World Trade Center can resist fire for only seven minutes,Numeric Expression,False,medium,"Subject starts with determiner; Likely a question, not inversion; Common inversion verb; Subject much longer than fronted element",791,43,text_acad_2001.txt
numeric_inversion,"One possible approach is to have a double set of doors , so that unauthorized persons would find themselves trapped between them . <p> The World Trade Center burns on the morning of September 11 ; according to an engineer , the buildings held up well under the fierce assault . <p> Other , more complex responses involve changes in aircraft navigation systems .",One possible approach,is,a double set of doors,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,791,54,text_acad_2001.txt
numeric_inversion,"One of his most important achievements was pioneering work in infrared @ @ @ @ @ @ @ @ @ @ aircraft , M-2 Bradley fighting vehicle , military ground installations and similar countermeasures for U.S.",One of his most important achievements,was,M,Numeric Expression,False,medium,Common inversion verb,792,72,text_acad_2001.txt
numeric_inversion,One of the aims of this center is to further education in particulate technology .,One of the aims of this center,is,her education in particulate technology,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,792,675,text_acad_2001.txt
numeric_inversion,"A look at typical usage patterns indicated that HEVs could reduce gas consumption by 25 to 75 percent and CO 2 emissions by 25 to 50 percent without relying on extremely light or low-drag vehicles . <p> The cost for such a vehicle would add anywhere from $2,500 to $10,000 to its price tag , depending on an HEV 's electric range , the study reported . <p> One uncertainty in the study was how the replacement of batteries during a car 's lifetime would add to the cost of ownership .",One uncertainty in the study,was,a car 's lifetime would add to the cost of ownership,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,793,12,text_acad_2001.txt
numeric_inversion,"INSTRUMENTATION AND CONTROL MAKES ULTRASONIC SENSE <p> An injection molder in Chicago , Premium Plastics , needed to keep track of the levels of plastic pellets in five large storage silos to make sure there was sufficient material to process into parts . <p> One common approach to sensing material levels is to install so-called plumb-bob sensors .",One common approach to sensing material levels,is,all so-called plumb-bob sensors,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,794,0,text_acad_2001.txt
numeric_inversion,"The company claims that it eliminates unreliable readings and can warn in advance of the onset of drift . <p> Drift occurs because of ion transfer from sheath to wire or wire to wire , or impurities in the mineral insulation of a thermocouple that cause it to change composition over time , according to Daniel Barberree , director of technology of AccuTru . <p> One method of dealing with the problem is to bundle sensors for redundancy .",One method of dealing with the problem,is,to bundle sensors for redundancy,Numeric Expression,False,medium,Common inversion verb,794,40,text_acad_2001.txt
numeric_inversion,"One strategy for reducing the strain on the power grid is to use more efficient electric motors , the workhorse of virtually all industrial processes . <p> According to the Department of Energy , electric motors account for two-thirds of the energy consumed by U.S. industries , including chemicals , general manufacturing , mining , and utilities .",One strategy for reducing the strain on the power grid,is,all industrial processes,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,796,1,text_acad_2001.txt
complex_pp_inversion,"You could arrive at convergence , but it could be that the numbers converge to the wrong conclusion . <p> "" This has been the devil in the details with these analysis programs , "" Jenkins added . "" It 's easy to describe the model inaccurately , and that , of course , wo n't yield accurate results , though they will look like accurate results . "" <p> In answer to the problem -- inaccurate results that seem to the user to be the correct answer -- software vendors are now releasing simplified analysis programs that step the nonexpert user through a tightly defined series of actions , which help the user avoid inaccurate or faulty definitions of a problem .",In answer to the problem -- inaccurate results that seem to the user to be the correct answer -- software vendors,are,a tightly defined series of actions,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,799,12,text_acad_2001.txt
complex_pp_inversion,Note that the model reproduces the sharp transmission cutoff of the modified fused silica quite well compared to a longer OH-induced absorption tail of the conventional fused silica . <p> In Table 3 we summarize test results for three different grades of fused silica that were exposed to fluences of 0.1-0.2 mJ/cm 2 /pulse .,In Table 3 we summarize test results for three different grades of fused silica that,were,J,PP (Complex Prepositional Phrase),True,medium,Common inversion verb,800,90,text_acad_2001.txt
numeric_inversion,"First described are the novel electron-optical concepts and their feasibility demonstration , which has established an advanced state-of-the-art performance for electron-beam projection systems .",First described,are,an advanced state-of-the-art performance for electron-beam projection systems,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,801,31,text_acad_2001.txt
numeric_inversion,"One key parameter is the numerical aperture ( NA ) of the system , i.e. , the half-angle of the cone , which contains all electrons converging at the same image point on the wafer .",One key parameter,is,all electrons converging at the same image point on the wafer,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,801,84,text_acad_2001.txt
numeric_inversion,"Two linear-motion feedthroughs are also mounted on each stage chamber to permit external alignment of the reticle and wafer stages housed within the chambers . <p> The stage assemblies are of a stacked x-y design with recirculating ball linear bearing guides for each axis , driven by leadscrews ; x-axis travel range is 600 mm , y-axis 127 mm .",Two linear-motion feedthroughs,are,a stacked x-y design with recirculating ball linear bearing guides for each axis,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,801,179,text_acad_2001.txt
